projectDescriptionID,trapVisitID,siteName,subSiteName,visitTime,visitType,fishProcessed,trapFunctioning,counterAtEnd,rpmRevolutionsAtStart,rpmRevolutionsAtEnd,includeCatch,discharge,waterVel,waterTemp,turbidity,dissolvedOxygen,conductivity,waterTempUnit
12,28,Lower Feather River RST,RR,2022-02-01T11:00:16Z,Continue trapping,Processed fish,Trap functioning normally,2779,2,2.099999905,Yes,3260,0.699999988,8.800000191,6.059999943,104.5999985,NA,Celsius
12,29,Lower Feather River RST,RL,2022-02-02T10:00:43Z,Continue trapping,Processed fish,Trap functioning normally,4420,2.049999952,2.650000095,Yes,3309,0.699999988,8.399999619,6.599999905,12.60999966,0.068999998,Celsius
12,30,Lower Feather River RST,RR,2022-02-02T10:00:10Z,Continue trapping,Processed fish,Trap functioning normally,2616,1.75,2.150000095,Yes,3309,0.699999988,8.399999619,6.599999905,12.60999966,0.068999998,Celsius
12,31,Lower Feather River RST,RR,2022-02-03T11:15:10Z,Continue trapping,Processed fish,Trap functioning normally,2574,1.950000048,1.799999952,Yes,3333,0.550000012,8.699999809,6.340000153,12.38000011,0.07,Celsius
12,32,Lower Feather River RST,RL,2022-02-03T11:15:22Z,Continue trapping,Processed fish,Trap functioning normally,4104,1.649999976,2.049999952,Yes,3333,0.550000012,8.699999809,6.340000153,12.38000011,0.07,Celsius
12,33,Lower Feather River RST,RL,2022-02-04T10:30:43Z,Continue trapping,Processed fish,Trap functioning normally,3981,1.950000048,2.25,Yes,3333,0.5,8.800000191,5.269999981,108.0999985,NA,Celsius
12,34,Lower Feather River RST,RR,2022-02-04T10:30:03Z,Continue trapping,Processed fish,Trap functioning normally,2427,1.75,1.899999976,Yes,3333,0.5,8.800000191,5.269999981,108.0999985,NA,Celsius
12,35,Lower Feather River RST,RL,2022-02-05T10:30:20Z,End trapping,Processed fish,Trap functioning normally,4551,2.349999905,NA,Yes,3494,0.449999988,10.89999962,2.839999914,11.30000019,0.070500001,Celsius
12,36,Lower Feather River RST,RR,2022-02-05T10:30:23Z,End trapping,Processed fish,Trap stopped functioning,NA,0,NA,Yes,3494,0.449999988,10.89999962,2.839999914,11.30000019,0.070500001,Celsius
12,37,Lower Feather River RST,RL,2022-02-08T11:00:46Z,Start trap & begin trapping,N/A; not a sampling visit,Trap functioning normally,NA,NA,2.950000048,Yes,3532,0.5,10.10000038,4.760000229,13,0.072099999,Celsius
12,38,Lower Feather River RST,RR,2022-02-08T11:00:21Z,Start trap & begin trapping,N/A; not a sampling visit,Trap functioning normally,NA,NA,2.5,Yes,3532,0.5,10.10000038,4.760000229,13,0.072099999,Celsius
12,39,Lower Feather River RST,RL,2022-02-09T11:00:59Z,Continue trapping,Processed fish,Trap functioning normally,4748,2.25,2.349999905,Yes,3632,0.550000012,10.19999981,9.600000381,12.42000008,0.073100001,Celsius
12,40,Lower Feather River RST,RR,2022-02-09T11:00:56Z,Continue trapping,Processed fish,Trap functioning normally,3060,2,2.049999952,Yes,3632,0.550000012,10.19999981,9.600000381,12.42000008,0.073100001,Celsius
12,41,Lower Feather River RST,RR,2022-02-10T10:00:42Z,Unplanned restart,Processed fish,Trap stopped functioning,NA,0,2.25,Yes,3747,0.75,10.69999981,6.46999979,12.14999962,0.103,Celsius
12,42,Lower Feather River RST,RL,2022-02-10T10:00:00Z,Continue trapping,Processed fish,Trap functioning normally,4890,2.450000048,2.650000095,Yes,3747,0.75,10.69999981,6.46999979,12.14999962,0.103,Celsius
12,43,Lower Feather River RST,RL,2022-02-11T10:30:57Z,Continue trapping,Processed fish,Trap functioning normally,4904,2.450000048,2.349999905,Yes,3914,0.449999988,11.39999962,6.510000229,107.9000015,NA,Celsius
12,44,Lower Feather River RST,RR,2022-02-11T10:30:04Z,Unplanned restart,Processed fish,Trap stopped functioning,NA,0,2.25,Yes,3914,0.449999988,11.39999962,6.510000229,107.9000015,NA,Celsius
12,45,Lower Feather River RST,RR,2022-02-12T10:00:44Z,Continue trapping,Processed fish,Trap functioning normally,3154,2.200000048,2.049999952,Yes,3927,0.600000024,11.39999962,4.78000021,11.77999973,0.076399997,Celsius
12,46,Lower Feather River RST,RL,2022-02-12T10:00:15Z,Unplanned restart,Processed fish,Trap stopped functioning,NA,0,2.700000048,Yes,3927,0.600000024,11.39999962,4.78000021,11.77999973,0.076399997,Celsius
12,47,Lower Feather River RST,RL,2022-02-13T10:30:05Z,Unplanned restart,Processed fish,Trap stopped functioning,NA,0,2.700000048,Yes,3927,0.600000024,12.39999962,5.159999847,10.5,0.077500001,Celsius
12,48,Lower Feather River RST,RR,2022-02-13T10:30:40Z,Continue trapping,Processed fish,Trap functioning normally,3248,2.25,2.299999952,Yes,3927,0.600000024,12.39999962,5.159999847,10.5,0.077500001,Celsius
12,49,Lower Feather River RST,RL,2022-02-14T10:00:09Z,Unplanned restart,Processed fish,Trap stopped functioning,NA,0,2.25,Yes,3901,0.5,14,4.269999981,10.44999981,0.077699997,Celsius
12,50,Lower Feather River RST,RR,2022-02-14T10:00:48Z,Continue trapping,Processed fish,Trap functioning normally,2903,1.950000048,2,Yes,3901,0.5,14,4.269999981,10.44999981,0.077699997,Celsius
12,51,Lower Feather River RST,RL,2022-02-15T10:30:43Z,Continue trapping,Processed fish,Trap functioning normally,5827,2.950000048,2.700000048,Yes,3862,0.850000024,11.39999962,3.480000019,12.84000015,0.077100001,Celsius
12,52,Lower Feather River RST,RR,2022-02-15T10:30:32Z,Continue trapping,Processed fish,Trap functioning normally,3256,1.799999952,1.899999976,Yes,3862,0.850000024,11.39999962,3.480000019,12.84000015,0.077100001,Celsius
12,53,Lower Feather River RST,RR,2022-02-16T10:45:38Z,Continue trapping,Processed fish,Trap functioning normally,2889,1.75,2.099999905,Yes,3875,0.449999988,11,3.470000029,11.81000042,0.076700002,Celsius
12,54,Lower Feather River RST,RL,2022-02-16T10:45:15Z,Continue trapping,Processed fish,Trap functioning normally,4848,2.25,2.400000095,Yes,3875,0.449999988,11,3.470000029,11.81000042,0.076700002,Celsius
12,55,Lower Feather River RST,RL,2022-02-17T10:00:53Z,Continue trapping,Processed fish,Trap functioning normally,5087,2.400000095,2.400000095,Yes,3875,0.699999988,11,4.28000021,11.92000008,0.0766,Celsius
12,56,Lower Feather River RST,RR,2022-02-17T10:00:42Z,Continue trapping,Processed fish,Trap functioning normally,3028,2.099999905,2.049999952,Yes,3875,0.800000012,11,4.28000021,11.92000008,0.0766,Celsius
12,57,Lower Feather River RST,RL,2022-02-18T10:30:11Z,Continue trapping,Processed fish,Trap functioning normally,4705,2.450000048,2.849999905,Yes,3850,0.800000012,11.10000038,2.789999962,11.94999981,0.0766,Celsius
12,58,Lower Feather River RST,RR,2022-02-18T10:30:27Z,Continue trapping,Processed fish,Trap functioning normally,2984,2.150000095,2.200000048,Yes,3850,0.800000012,11.10000038,2.789999962,11.94999981,0.0766,Celsius
12,59,Lower Feather River RST,RL,2022-02-19T10:00:15Z,Continue trapping,Processed fish,Trap functioning normally,4965,2.5,2.450000048,Yes,3837,0.5,11.10000038,3.130000114,11.81999969,NA,Celsius
12,60,Lower Feather River RST,RR,2022-02-19T10:00:05Z,Unplanned restart,Processed fish,Trap stopped functioning,NA,0,2.200000048,Yes,3837,0.5,11.10000038,3.130000114,11.81999969,NA,Celsius
12,61,Lower Feather River RST,RL,2022-02-20T10:30:19Z,Continue trapping,Processed fish,Trap functioning normally,4400,2.099999905,1.850000024,Yes,3837,0.600000024,11.5,2.400000095,11.97000027,0.103799999,Celsius
12,62,Lower Feather River RST,RR,2022-02-20T10:30:22Z,Continue trapping,Processed fish,Trap functioning normally,2956,1.850000024,1.850000024,Yes,3837,0.600000024,11.5,2.400000095,11.97000027,0.103799999,Celsius
12,63,Lower Feather River RST,RL,2022-02-21T10:15:06Z,Continue trapping,Processed fish,Trap functioning normally,4083,2.849999905,2.549999952,Yes,3850,0.75,16.29999924,2.559999943,12,0.076300003,Celsius
12,64,Lower Feather River RST,RR,2022-02-21T10:15:08Z,Continue trapping,Processed fish,Trap functioning normally,2721,2.099999905,1.950000048,Yes,3850,0.75,16.29999924,2.559999943,12,0.076300003,Celsius
12,65,Lower Feather River RST,RR,2022-02-22T10:00:30Z,Unplanned restart,Processed fish,Trap stopped functioning,NA,0,2,Yes,3979,0.600000024,10.80000019,3.420000076,11.57999992,0.075300001,Celsius
12,66,Lower Feather River RST,RL,2022-02-22T10:00:38Z,Continue trapping,Processed fish,Trap functioning normally,4194,2.099999905,2.349999905,Yes,3979,0.600000024,10.80000019,3.420000076,11.57999992,0.075300001,Celsius
12,67,Lower Feather River RST,RL,2022-02-23T09:45:33Z,Continue trapping,Processed fish,Trap functioning normally,4975,2.650000095,2.950000048,Yes,4217,0.850000024,10,3.779999971,12.15999985,0.073600002,Celsius
12,68,Lower Feather River RST,RR,2022-02-23T09:45:49Z,Continue trapping,Processed fish,Trap functioning normally,2785,2.099999905,2.099999905,Yes,4217,0.850000024,10,3.779999971,12.15999985,0.073600002,Celsius
12,69,Lower Feather River RST,RL,2022-02-24T10:30:18Z,Continue trapping,Processed fish,Trap functioning normally,4679,2.299999952,2.650000095,Yes,4665,0.649999976,10,2.880000114,12.51000023,0.0284,Celsius
12,70,Lower Feather River RST,RR,2022-02-24T10:30:54Z,Unplanned restart,Processed fish,Trap stopped functioning,NA,0,2.349999905,Yes,4665,0.649999976,10,2.880000114,12.51000023,0.0284,Celsius
12,71,Lower Feather River RST,RL,2022-02-25T09:45:50Z,Continue trapping,Processed fish,Trap functioning normally,4287,2.599999905,2.650000095,Yes,4790,0.5,9.699999809,3.849999905,12.69999981,NA,Celsius
12,72,Lower Feather River RST,RR,2022-02-25T09:45:23Z,Unplanned restart,Processed fish,Trap stopped functioning,NA,0,2.650000095,Yes,4790,0.5,9.699999809,3.849999905,12.69999981,NA,Celsius
12,73,Lower Feather River RST,RR,2022-02-26T10:00:24Z,Continue trapping,Processed fish,Trap functioning normally,1110,1.700000048,2.950000048,Yes,5243,0.550000012,10.19999981,2.630000114,13.10000038,0.0726,Celsius
12,74,Lower Feather River RST,RL,2022-02-26T10:00:59Z,Unplanned restart,Processed fish,Trap stopped functioning,NA,0,3.200000048,Yes,5243,0.5,10.19999981,2.630000114,13.10000038,0.0726,Celsius
12,75,Lower Feather River RST,RL,2022-02-27T10:00:36Z,Unplanned restart,Processed fish,Trap stopped functioning,NA,0,3.25,Yes,5431,0.75,10.5,3.720000029,12.92000008,0.0012,Celsius
12,76,Lower Feather River RST,RR,2022-02-27T10:00:10Z,Unplanned restart,Processed fish,Trap stopped functioning,NA,0,2.849999905,No,5431,0.75,10.5,3.720000029,12.92000008,0.0012,Celsius
12,77,Lower Feather River RST,RR,2022-02-28T09:45:16Z,Unplanned restart,Processed fish,Trap stopped functioning,NA,0,2.650000095,No,5446,0.600000024,11,2.960000038,12.57999992,NA,Celsius
12,78,Lower Feather River RST,RL,2022-02-28T09:45:20Z,Continue trapping,Processed fish,Trap functioning normally,5657,3.049999952,2.5,Yes,5446,0.600000024,11,2.960000038,12.57999992,NA,Celsius
12,79,Lower Feather River RST,RR,2022-03-01T10:30:37Z,Unplanned restart,Processed fish,Trap stopped functioning,NA,0,2.349999905,Yes,5446,0.400000006,11.80000019,NA,12.30000019,0.075099997,Celsius
12,80,Lower Feather River RST,RL,2022-03-01T10:30:09Z,Unplanned restart,Processed fish,Trap stopped functioning,NA,0,2.799999952,Yes,5446,0.400000006,11.80000019,NA,12.30000019,0.075099997,Celsius
12,81,Lower Feather River RST,RL,2022-03-02T10:15:45Z,Continue trapping,Processed fish,Trap functioning normally,5542,2.950000048,2.75,Yes,5475,0.699999988,16.5,2.640000105,9.329999924,0.0757,Celsius
12,82,Lower Feather River RST,RR,2022-03-02T10:15:12Z,Continue trapping,Processed fish,Trap functioning normally,3459,2.299999952,2.5,Yes,5475,0.649999976,16.5,2.640000105,9.329999924,0.0757,Celsius
12,83,Lower Feather River RST,RL,2022-03-03T10:45:32Z,Continue trapping,Processed fish,Trap functioning normally,5177,2.650000095,3.099999905,Yes,5446,0.800000012,11.89999962,2.559999943,12.19999981,0.0014,Celsius
12,84,Lower Feather River RST,RR,2022-03-03T10:45:33Z,Unplanned restart,Processed fish,Trap stopped functioning,NA,0,2.599999905,Yes,5446,0.800000012,11.89999962,2.559999943,12.19999981,0.0014,Celsius
12,85,Lower Feather River RST,RL,2022-03-04T09:30:54Z,Unplanned restart,Processed fish,Trap stopped functioning,NA,0,3.049999952,Yes,5446,0.5,11.89999962,3.150000095,11.72999954,NA,Celsius
12,86,Lower Feather River RST,RR,2022-03-04T09:30:38Z,Continue trapping,Processed fish,Trap functioning normally,3549,3.400000095,2.900000095,Yes,5446,0.550000012,11.89999962,3.150000095,11.72999954,NA,Celsius
12,87,Lower Feather River RST,RL,2022-03-05T09:45:27Z,Continue trapping,Processed fish,Trap functioning normally,5842,2.599999905,2.549999952,Yes,5651,0.699999988,11.89999962,3.5,11.81000042,0.075400002,Celsius
12,88,Lower Feather River RST,RR,2022-03-05T09:45:11Z,Continue trapping,Processed fish,Trap functioning normally,3829,2.400000095,2.950000048,Yes,5651,0.699999988,11.89999962,3.5,11.81000042,0.075400002,Celsius
12,89,Lower Feather River RST,RR,2022-03-06T09:45:34Z,Continue trapping,Processed fish,Trap functioning normally,3886,2.700000048,3.049999952,Yes,5711,0.699999988,11.19999981,3.890000105,12.10999966,0.022299999,Celsius
12,90,Lower Feather River RST,RL,2022-03-06T09:45:01Z,Continue trapping,Processed fish,Trap functioning normally,6004,2.900000095,3,Yes,5711,0.699999988,11.19999981,3.890000105,12.10999966,0.022299999,Celsius
12,91,Lower Feather River RST,RL,2022-03-07T10:00:42Z,Unplanned restart,Processed fish,Trap stopped functioning,NA,0,3.400000095,Yes,5695,0.5,12.19999981,3.390000105,10.86999989,0.074299999,Celsius
12,92,Lower Feather River RST,RR,2022-03-07T10:00:17Z,Unplanned restart,Processed fish,Trap stopped functioning,NA,0,3.200000048,Yes,5695,0.5,12.19999981,3.390000105,10.86999989,0.074299999,Celsius
12,93,Lower Feather River RST,RL,2022-03-08T10:00:58Z,Continue trapping,Processed fish,Trap functioning normally,7303,2.849999905,2.75,Yes,5725,0.649999976,11.60000038,3.619999886,12.17000008,0.075099997,Celsius
12,94,Lower Feather River RST,RR,2022-03-08T10:00:35Z,Continue trapping,Processed fish,Trap functioning normally,4175,2.700000048,2.549999952,Yes,5725,0.649999976,11.60000038,3.619999886,12.17000008,0.075099997,Celsius
12,95,Lower Feather River RST,RL,2022-03-09T10:15:19Z,Continue trapping,Processed fish,Trap functioning normally,6143,2.900000095,3,Yes,5740,0.699999988,11.89999962,4.5,11.61999989,0.0757,Celsius
12,96,Lower Feather River RST,RR,2022-03-09T10:15:43Z,Continue trapping,Processed fish,Trap functioning normally,3757,2.799999952,2.599999905,Yes,5740,0.699999988,11.89999962,4.5,11.61999989,0.0757,Celsius
12,97,Lower Feather River RST,RR,2022-03-10T10:00:14Z,Continue trapping,Processed fish,Trap functioning normally,4098,3.299999952,3.299999952,Yes,5905,0.850000024,11.80000019,3.470000029,11.81999969,0.075300001,Celsius
12,98,Lower Feather River RST,RL,2022-03-10T10:00:08Z,Unplanned restart,Processed fish,Trap stopped functioning,NA,0,3.650000095,Yes,5905,0.899999976,11.80000019,3.470000029,11.81999969,0.075300001,Celsius
12,99,Lower Feather River RST,RR,2022-03-11T09:45:54Z,Continue trapping,Processed fish,Trap functioning normally,4177,2.650000095,2.650000095,Yes,5980,0.649999976,11.39999962,3.710000038,12.10999966,0.074299999,Celsius
12,100,Lower Feather River RST,RL,2022-03-11T09:45:57Z,Continue trapping,Processed fish,Trap functioning normally,6096,2.900000095,2.799999952,Yes,5980,0.600000024,11.39999962,3.710000038,12.10999966,0.074299999,Celsius
12,101,Lower Feather River RST,RL,2022-03-12T10:00:07Z,Continue trapping,Processed fish,Trap functioning normally,6245,2.75,3.299999952,Yes,5995,0.800000012,11.69999981,2.680000067,11.89999962,0.0744,Celsius
12,102,Lower Feather River RST,RR,2022-03-12T10:00:05Z,Continue trapping,Processed fish,Trap functioning normally,4083,2.450000048,2.75,Yes,5995,0.75,11.69999981,2.680000067,11.89999962,0.0744,Celsius
12,103,Lower Feather River RST,RL,2022-03-13T10:30:00Z,Continue trapping,Processed fish,Trap functioning normally,5879,2.700000048,2.650000095,Yes,5143,0.699999988,11.80000019,2.890000105,11.40999985,0.075800002,Celsius
12,104,Lower Feather River RST,RR,2022-03-13T10:30:05Z,Continue trapping,Processed fish,Trap functioning normally,7608,2.549999952,2.599999905,Yes,5143,0.699999988,11.80000019,2.890000105,11.40999985,0.075800002,Celsius
12,105,Lower Feather River RST,RL,2022-03-14T10:00:37Z,Continue trapping,Processed fish,Trap functioning normally,5101,2.400000095,2.25,Yes,4164,0.699999988,12.89999962,2.930000067,9.579999924,0.076800004,Celsius
12,106,Lower Feather River RST,RR,2022-03-14T10:00:29Z,Unplanned restart,Processed fish,Trap stopped functioning,NA,0,2.049999952,Yes,4164,0.699999988,12.89999962,2.930000067,9.579999924,0.076800004,Celsius
12,107,Lower Feather River RST,RR,2022-03-15T10:30:23Z,Continue trapping,Processed fish,Trap functioning normally,2658,1.600000024,1.450000048,Yes,3407,0.550000012,12.80000019,1.519999981,10.93000031,0.079300001,Celsius
12,108,Lower Feather River RST,RL,2022-03-15T10:30:08Z,Continue trapping,Processed fish,Trap functioning normally,4264,1.600000024,1.700000048,Yes,3407,0.550000012,12.80000019,1.519999981,10.93000031,0.079300001,Celsius
12,109,Lower Feather River RST,RL,2022-03-16T10:00:48Z,Continue trapping,Processed fish,Trap functioning normally,3379,2.099999905,2.049999952,Yes,3187,0.400000006,13,2.349999905,10.40999985,0.079800002,Celsius
12,110,Lower Feather River RST,RR,2022-03-16T10:00:05Z,Continue trapping,Processed fish,Trap functioning normally,2193,1.950000048,1.799999952,Yes,3187,0.400000006,13,2.349999905,10.40999985,0.079800002,Celsius
12,111,Lower Feather River RST,RR,2022-03-17T10:30:41Z,Unplanned restart,Processed fish,Trap stopped functioning,NA,0,1.5,Yes,3163,0.5,13.10000038,2.200000048,10.59000015,0.082099997,Celsius
12,112,Lower Feather River RST,RL,2022-03-17T10:30:49Z,Continue trapping,Processed fish,Trap functioning normally,3684,1.350000024,1.5,Yes,3163,0.5,13.10000038,2.200000048,10.59000015,0.082099997,Celsius
12,113,Lower Feather River RST,RL,2022-03-18T09:45:22Z,Continue trapping,Processed fish,Trap functioning normally,3100,1.549999952,1.700000048,Yes,3151,0.600000024,13.5,2.140000105,10.39000034,0.0814,Celsius
12,114,Lower Feather River RST,RR,2022-03-18T09:45:45Z,Continue trapping,Processed fish,Trap functioning normally,2061,1.649999976,1.649999976,Yes,3151,0.600000024,13.5,2.140000105,10.39000034,0.0814,Celsius
12,115,Lower Feather River RST,RL,2022-03-19T09:45:06Z,Continue trapping,Processed fish,Trap functioning normally,2967,1.25,1.399999976,Yes,3115,0.449999988,13.5,4.010000229,10.44999981,0.079400003,Celsius
12,116,Lower Feather River RST,RR,2022-03-19T09:45:33Z,Continue trapping,Processed fish,Trap functioning normally,1967,1.350000024,1.399999976,Yes,3115,0.5,13.5,4.010000229,10.44999981,0.079400003,Celsius
12,117,Lower Feather River RST,RL,2022-03-20T09:45:03Z,Continue trapping,Processed fish,Trap functioning normally,3470,1.950000048,2,Yes,3091,0.600000024,12.60000038,2.789999962,10.73999977,0.078699999,Celsius
12,118,Lower Feather River RST,RR,2022-03-20T09:45:55Z,Continue trapping,Processed fish,Trap functioning normally,2178,1.850000024,1.700000048,Yes,3091,0.600000024,12.60000038,2.789999962,10.73999977,0.078699999,Celsius
12,119,Lower Feather River RST,RR,2022-03-21T09:45:23Z,Continue trapping,Processed fish,Trap functioning normally,2159,1.600000024,1.75,Yes,3079,0.600000024,12.80000019,1.850000024,11,0.078699999,Celsius
12,120,Lower Feather River RST,RL,2022-03-21T09:45:33Z,Continue trapping,Processed fish,Trap functioning normally,3235,1.700000048,2,Yes,3079,0.600000024,12.80000019,1.850000024,11,0.078699999,Celsius
12,121,Lower Feather River RST,RL,2022-03-22T10:30:29Z,Continue trapping,Processed fish,Trap functioning normally,3807,1.5,1.549999952,Yes,3020,0.449999988,14.30000019,2.039999962,7.150000095,0.081799999,Celsius
12,122,Lower Feather River RST,RR,2022-03-22T10:30:03Z,Continue trapping,Processed fish,Trap functioning normally,2545,1.25,1.850000024,Yes,3020,0.5,14.30000019,2.039999962,7.150000095,0.081799999,Celsius
12,123,Lower Feather River RST,RL,2022-03-23T10:30:23Z,Continue trapping,Processed fish,Trap functioning normally,3054,1.399999976,1.450000048,Yes,3020,0.400000006,15.5,2.339999914,9.800000191,0.0836,Celsius
12,124,Lower Feather River RST,RR,2022-03-23T10:30:19Z,Continue trapping,Processed fish,Trap functioning normally,2031,1.149999976,1.299999952,Yes,3020,0.400000006,15.5,2.339999914,9.800000191,0.0836,Celsius
12,125,Lower Feather River RST,RR,2022-03-24T10:30:51Z,Continue trapping,Processed fish,Trap functioning normally,1799,1.200000048,1.5,Yes,3008,0.5,16,2.380000114,9.760000229,0.085500002,Celsius
12,126,Lower Feather River RST,RL,2022-03-24T10:30:41Z,Continue trapping,Processed fish,Trap functioning normally,2870,1.399999976,1.549999952,Yes,3008,0.550000012,16,2.380000114,9.760000229,0.085500002,Celsius
12,127,Lower Feather River RST,RL,2022-03-25T10:00:57Z,Continue trapping,Processed fish,Trap functioning normally,2908,1.299999952,1.450000048,Yes,3008,0.449999988,15.60000038,1.269999981,9.56000042,0.083899997,Celsius
12,128,Lower Feather River RST,RR,2022-03-25T10:00:10Z,Continue trapping,Processed fish,Trap functioning normally,1743,1.200000048,1.399999976,Yes,3008,0.400000006,15.60000038,1.269999981,9.56000042,0.083899997,Celsius
