ProjectDescriptionID,catchRawID,trapVisitID,commonName,releaseID,atCaptureRun,fishOrigin,lifeStage,forkLength,totalLength,n,visitTime,visitType,siteName,subSiteName,finalRun
12,40,6,Chinook salmon,0,Spring,Natural,Parr,55,NA,1,2022-01-21T10:45:19Z,Continue trapping,Lower Feather River RST,RL,Spring
12,41,6,Chinook salmon,0,Fall,Natural,Fry,45,NA,1,2022-01-21T10:45:19Z,Continue trapping,Lower Feather River RST,RL,Fall
12,42,6,Chinook salmon,0,Fall,Natural,Fry,37,NA,1,2022-01-21T10:45:19Z,Continue trapping,Lower Feather River RST,RL,Fall
12,43,6,Chinook salmon,0,Fall,Natural,Fry,39,NA,1,2022-01-21T10:45:19Z,Continue trapping,Lower Feather River RST,RL,Fall
12,44,6,Chinook salmon,0,Fall,Natural,Fry,35,NA,1,2022-01-21T10:45:19Z,Continue trapping,Lower Feather River RST,RL,Fall
12,45,6,Chinook salmon,0,Fall,Natural,Fry,38,NA,1,2022-01-21T10:45:19Z,Continue trapping,Lower Feather River RST,RL,Fall
12,46,6,Chinook salmon,0,Fall,Natural,Fry,37,NA,1,2022-01-21T10:45:19Z,Continue trapping,Lower Feather River RST,RL,Fall
12,47,6,Brown bullhead,0,Not recorded,Natural,Not recorded,NA,51,1,2022-01-21T10:45:19Z,Continue trapping,Lower Feather River RST,RL,NA
12,48,6,Wakasagi / Japanese smelt,0,Not recorded,Natural,Not recorded,NA,46,1,2022-01-21T10:45:19Z,Continue trapping,Lower Feather River RST,RL,NA
12,51,7,Chinook salmon,0,Fall,Natural,Parr,37,NA,1,2022-01-22T10:15:11Z,Continue trapping,Lower Feather River RST,RL,Fall
12,52,7,Chinook salmon,0,Fall,Natural,Parr,39,NA,1,2022-01-22T10:15:11Z,Continue trapping,Lower Feather River RST,RL,Fall
12,53,7,Chinook salmon,0,Fall,Natural,Parr,38,NA,1,2022-01-22T10:15:11Z,Continue trapping,Lower Feather River RST,RL,Fall
12,54,7,Chinook salmon,0,Fall,Natural,Parr,36,NA,1,2022-01-22T10:15:11Z,Continue trapping,Lower Feather River RST,RL,Fall
12,55,7,Chinook salmon,0,Fall,Natural,Parr,39,NA,1,2022-01-22T10:15:11Z,Continue trapping,Lower Feather River RST,RL,Fall
12,56,7,Chinook salmon,0,Fall,Natural,Parr,38,NA,1,2022-01-22T10:15:11Z,Continue trapping,Lower Feather River RST,RL,Fall
12,57,7,Chinook salmon,0,Fall,Natural,Parr,38,NA,1,2022-01-22T10:15:11Z,Continue trapping,Lower Feather River RST,RL,Fall
12,58,7,Pacific lamprey,0,Not recorded,Natural,Juvenile,NA,145,1,2022-01-22T10:15:11Z,Continue trapping,Lower Feather River RST,RL,NA
12,59,7,Inland silverside,0,Not recorded,Natural,Not recorded,NA,50,1,2022-01-22T10:15:11Z,Continue trapping,Lower Feather River RST,RL,NA
12,60,7,Inland silverside,0,Not recorded,Natural,Not recorded,NA,56,1,2022-01-22T10:15:11Z,Continue trapping,Lower Feather River RST,RL,NA
12,61,7,Inland silverside,0,Not recorded,Natural,Not recorded,NA,80,1,2022-01-22T10:15:11Z,Continue trapping,Lower Feather River RST,RL,NA
12,64,8,Chinook salmon,0,Fall,Natural,Parr,37,NA,1,2022-01-22T10:15:14Z,Continue trapping,Lower Feather River RST,RR,Fall
12,65,8,Chinook salmon,0,Fall,Natural,Parr,37,NA,1,2022-01-22T10:15:14Z,Continue trapping,Lower Feather River RST,RR,Fall
12,66,8,Chinook salmon,0,Fall,Natural,Parr,39,NA,1,2022-01-22T10:15:14Z,Continue trapping,Lower Feather River RST,RR,Fall
12,67,8,Chinook salmon,0,Fall,Natural,Parr,37,NA,1,2022-01-22T10:15:14Z,Continue trapping,Lower Feather River RST,RR,Fall
12,68,8,Chinook salmon,0,Fall,Natural,Fry,39,NA,1,2022-01-22T10:15:14Z,Continue trapping,Lower Feather River RST,RR,Fall
12,69,8,Inland silverside,0,Not recorded,Natural,Not recorded,NA,45,1,2022-01-22T10:15:14Z,Continue trapping,Lower Feather River RST,RR,NA
12,70,8,Sacramento pikeminnow,0,Not recorded,Natural,Not recorded,NA,102,1,2022-01-22T10:15:14Z,Continue trapping,Lower Feather River RST,RR,NA
12,71,8,Riffle sculpin,0,Not recorded,Natural,Not recorded,NA,77,1,2022-01-22T10:15:14Z,Continue trapping,Lower Feather River RST,RR,NA
12,74,9,Chinook salmon,0,Fall,Natural,Parr,37,NA,1,2022-01-23T13:15:07Z,Continue trapping,Lower Feather River RST,RL,Fall
12,75,9,Chinook salmon,0,Fall,Natural,Parr,42,NA,1,2022-01-23T13:15:07Z,Continue trapping,Lower Feather River RST,RL,Fall
12,76,9,Chinook salmon,0,Fall,Natural,Parr,40,NA,1,2022-01-23T13:15:07Z,Continue trapping,Lower Feather River RST,RL,Fall
12,77,9,Channel catfish,0,Not recorded,Natural,Not recorded,NA,60,1,2022-01-23T13:15:07Z,Continue trapping,Lower Feather River RST,RL,NA
12,78,9,Mosquitofish,0,Not recorded,Natural,Not recorded,NA,27,1,2022-01-23T13:15:07Z,Continue trapping,Lower Feather River RST,RL,NA
12,79,9,Mosquitofish,0,Not recorded,Natural,Not recorded,NA,30,1,2022-01-23T13:15:07Z,Continue trapping,Lower Feather River RST,RL,NA
12,80,9,Mosquitofish,0,Not recorded,Natural,Not recorded,NA,30,1,2022-01-23T13:15:07Z,Continue trapping,Lower Feather River RST,RL,NA
12,81,9,Inland silverside,0,Not recorded,Natural,Not recorded,NA,54,1,2022-01-23T13:15:07Z,Continue trapping,Lower Feather River RST,RL,NA
12,82,9,Inland silverside,0,Not recorded,Natural,Not recorded,NA,65,1,2022-01-23T13:15:07Z,Continue trapping,Lower Feather River RST,RL,NA
12,85,10,Chinook salmon,0,Fall,Natural,Parr,45,NA,1,2022-01-23T13:15:46Z,Continue trapping,Lower Feather River RST,RR,Fall
12,86,10,Chinook salmon,0,Fall,Natural,Parr,42,NA,1,2022-01-23T13:15:46Z,Continue trapping,Lower Feather River RST,RR,Fall
12,87,10,Chinook salmon,0,Fall,Natural,Parr,38,NA,1,2022-01-23T13:15:46Z,Continue trapping,Lower Feather River RST,RR,Fall
12,88,10,Chinook salmon,0,Fall,Natural,Parr,42,NA,1,2022-01-23T13:15:46Z,Continue trapping,Lower Feather River RST,RR,Fall
12,89,10,Inland silverside,0,Not recorded,Natural,Not recorded,NA,51,1,2022-01-23T13:15:46Z,Continue trapping,Lower Feather River RST,RR,NA
12,92,11,Chinook salmon,0,Fall,Natural,Parr,37,NA,1,2022-01-24T10:30:11Z,Continue trapping,Lower Feather River RST,RR,Fall
12,93,11,Chinook salmon,0,Fall,Natural,Parr,36,NA,1,2022-01-24T10:30:11Z,Continue trapping,Lower Feather River RST,RR,Fall
12,94,11,Chinook salmon,0,Fall,Natural,Fry,37,NA,1,2022-01-24T10:30:11Z,Continue trapping,Lower Feather River RST,RR,Fall
12,95,11,Chinook salmon,0,Fall,Natural,Fry,38,NA,1,2022-01-24T10:30:11Z,Continue trapping,Lower Feather River RST,RR,Fall
12,96,11,Chinook salmon,0,Fall,Natural,Fry,38,NA,1,2022-01-24T10:30:11Z,Continue trapping,Lower Feather River RST,RR,Fall
12,97,11,Chinook salmon,0,Fall,Natural,Fry,36,NA,1,2022-01-24T10:30:11Z,Continue trapping,Lower Feather River RST,RR,Fall
12,98,11,Wakasagi / Japanese smelt,0,Not recorded,Natural,Not recorded,NA,106,1,2022-01-24T10:30:11Z,Continue trapping,Lower Feather River RST,RR,NA
12,99,11,Wakasagi / Japanese smelt,0,Not recorded,Natural,Not recorded,NA,51,1,2022-01-24T10:30:11Z,Continue trapping,Lower Feather River RST,RR,NA
12,100,11,Wakasagi / Japanese smelt,0,Not recorded,Natural,Not recorded,NA,50,1,2022-01-24T10:30:11Z,Continue trapping,Lower Feather River RST,RR,NA
12,103,12,Chinook salmon,0,Fall,Natural,Fry,36,NA,1,2022-01-24T10:30:59Z,Continue trapping,Lower Feather River RST,RL,Fall
12,104,12,Chinook salmon,0,Fall,Natural,Fry,37,NA,1,2022-01-24T10:30:59Z,Continue trapping,Lower Feather River RST,RL,Fall
12,105,12,Chinook salmon,0,Fall,Natural,Fry,37,NA,1,2022-01-24T10:30:59Z,Continue trapping,Lower Feather River RST,RL,Fall
12,106,12,Chinook salmon,0,Fall,Natural,Fry,35,NA,1,2022-01-24T10:30:59Z,Continue trapping,Lower Feather River RST,RL,Fall
12,107,12,Chinook salmon,0,Fall,Natural,Fry,36,NA,1,2022-01-24T10:30:59Z,Continue trapping,Lower Feather River RST,RL,Fall
12,108,12,Chinook salmon,0,Fall,Natural,Fry,39,NA,1,2022-01-24T10:30:59Z,Continue trapping,Lower Feather River RST,RL,Fall
12,109,12,Chinook salmon,0,Fall,Natural,Fry,37,NA,1,2022-01-24T10:30:59Z,Continue trapping,Lower Feather River RST,RL,Fall
12,110,12,Chinook salmon,0,Fall,Natural,Fry,36,NA,1,2022-01-24T10:30:59Z,Continue trapping,Lower Feather River RST,RL,Fall
12,111,12,Chinook salmon,0,Fall,Natural,Fry,40,NA,1,2022-01-24T10:30:59Z,Continue trapping,Lower Feather River RST,RL,Fall
12,114,13,Chinook salmon,0,Fall,Natural,Fry,36,NA,1,2022-01-25T09:45:18Z,Unplanned restart,Lower Feather River RST,RL,Fall
12,115,13,Chinook salmon,0,Fall,Natural,Parr,38,NA,1,2022-01-25T09:45:18Z,Unplanned restart,Lower Feather River RST,RL,Fall
12,116,13,Inland silverside,0,Not recorded,Natural,Not recorded,NA,55,1,2022-01-25T09:45:18Z,Unplanned restart,Lower Feather River RST,RL,NA
12,119,14,Chinook salmon,0,Fall,Natural,Parr,41,NA,1,2022-01-25T09:45:11Z,Continue trapping,Lower Feather River RST,RR,Fall
12,120,14,Chinook salmon,0,Fall,Natural,Fry,37,NA,1,2022-01-25T09:45:11Z,Continue trapping,Lower Feather River RST,RR,Fall
12,121,14,Chinook salmon,0,Fall,Natural,Parr,38,NA,1,2022-01-25T09:45:11Z,Continue trapping,Lower Feather River RST,RR,Fall
12,122,14,Chinook salmon,0,Fall,Natural,Parr,39,NA,1,2022-01-25T09:45:11Z,Continue trapping,Lower Feather River RST,RR,Fall
12,123,14,Chinook salmon,0,Fall,Natural,Parr,39,NA,1,2022-01-25T09:45:11Z,Continue trapping,Lower Feather River RST,RR,Fall
12,124,14,Brown bullhead,0,Not recorded,Natural,Not recorded,NA,40,1,2022-01-25T09:45:11Z,Continue trapping,Lower Feather River RST,RR,NA
12,127,15,Chinook salmon,0,Fall,Natural,Parr,39,NA,1,2022-01-26T10:00:15Z,Unplanned restart,Lower Feather River RST,RR,Fall
12,128,15,Chinook salmon,0,Fall,Natural,Parr,42,NA,1,2022-01-26T10:00:15Z,Unplanned restart,Lower Feather River RST,RR,Fall
12,131,16,Chinook salmon,0,Fall,Natural,Parr,38,NA,1,2022-01-26T10:00:57Z,Continue trapping,Lower Feather River RST,RL,Fall
12,132,16,Chinook salmon,0,Fall,Natural,Parr,35,NA,1,2022-01-26T10:00:57Z,Continue trapping,Lower Feather River RST,RL,Fall
12,133,16,Chinook salmon,0,Fall,Natural,Parr,39,NA,1,2022-01-26T10:00:57Z,Continue trapping,Lower Feather River RST,RL,Fall
12,134,16,Wakasagi / Japanese smelt,0,Not recorded,Natural,Not recorded,NA,77,1,2022-01-26T10:00:57Z,Continue trapping,Lower Feather River RST,RL,NA
12,137,17,Chinook salmon,0,Fall,Natural,Parr,39,NA,1,2022-01-27T10:00:25Z,Continue trapping,Lower Feather River RST,RL,Fall
12,138,17,Chinook salmon,0,Fall,Natural,Fry,37,NA,1,2022-01-27T10:00:25Z,Continue trapping,Lower Feather River RST,RL,Fall
12,139,17,Chinook salmon,0,Fall,Natural,Fry,35,NA,1,2022-01-27T10:00:25Z,Continue trapping,Lower Feather River RST,RL,Fall
12,140,17,Chinook salmon,0,Fall,Natural,Fry,36,NA,1,2022-01-27T10:00:25Z,Continue trapping,Lower Feather River RST,RL,Fall
12,141,17,Chinook salmon,0,Fall,Natural,Parr,40,NA,1,2022-01-27T10:00:25Z,Continue trapping,Lower Feather River RST,RL,Fall
12,142,17,Chinook salmon,0,Fall,Natural,Fry,39,NA,1,2022-01-27T10:00:25Z,Continue trapping,Lower Feather River RST,RL,Fall
12,143,17,Wakasagi / Japanese smelt,0,Not recorded,Natural,Not recorded,NA,50,1,2022-01-27T10:00:25Z,Continue trapping,Lower Feather River RST,RL,NA
12,146,18,Chinook salmon,0,Spring,Natural,Parr,53,NA,1,2022-01-27T10:00:41Z,Continue trapping,Lower Feather River RST,RR,Spring
12,147,18,Chinook salmon,0,Fall,Natural,Fry,39,NA,1,2022-01-27T10:00:41Z,Continue trapping,Lower Feather River RST,RR,Fall
12,148,18,Chinook salmon,0,Fall,Natural,Fry,37,NA,1,2022-01-27T10:00:41Z,Continue trapping,Lower Feather River RST,RR,Fall
12,149,18,Chinook salmon,0,Fall,Natural,Fry,36,NA,1,2022-01-27T10:00:41Z,Continue trapping,Lower Feather River RST,RR,Fall
12,150,18,Chinook salmon,0,Fall,Natural,Fry,35,NA,1,2022-01-27T10:00:41Z,Continue trapping,Lower Feather River RST,RR,Fall
12,151,18,Wakasagi / Japanese smelt,0,Not recorded,Natural,Not recorded,NA,53,1,2022-01-27T10:00:41Z,Continue trapping,Lower Feather River RST,RR,NA
12,154,19,Chinook salmon,0,Spring,Natural,Parr,53,NA,1,2022-01-28T10:15:16Z,Continue trapping,Lower Feather River RST,RR,Spring
12,155,19,Chinook salmon,0,Fall,Natural,Fry,35,NA,1,2022-01-28T10:15:16Z,Continue trapping,Lower Feather River RST,RR,Fall
12,158,20,Chinook salmon,0,Fall,Natural,Parr,38,NA,1,2022-01-28T10:15:14Z,Continue trapping,Lower Feather River RST,RL,Fall
12,159,20,Chinook salmon,0,Fall,Natural,Fry,36,NA,1,2022-01-28T10:15:14Z,Continue trapping,Lower Feather River RST,RL,Fall
12,160,20,Chinook salmon,0,Fall,Natural,Fry,37,NA,1,2022-01-28T10:15:14Z,Continue trapping,Lower Feather River RST,RL,Fall
12,161,20,Channel catfish,0,Not recorded,Natural,Not recorded,NA,84,1,2022-01-28T10:15:14Z,Continue trapping,Lower Feather River RST,RL,NA
12,162,20,Pacific lamprey,0,Not recorded,Natural,Juvenile,NA,113,1,2022-01-28T10:15:14Z,Continue trapping,Lower Feather River RST,RL,NA
12,163,20,Sacramento pikeminnow,0,Not recorded,Natural,Not recorded,NA,94,1,2022-01-28T10:15:14Z,Continue trapping,Lower Feather River RST,RL,NA
12,164,20,Prickly sculpin,0,Not recorded,Natural,Not recorded,NA,114,1,2022-01-28T10:15:14Z,Continue trapping,Lower Feather River RST,RL,NA
12,165,20,Wakasagi / Japanese smelt,0,Not recorded,Natural,Not recorded,NA,75,1,2022-01-28T10:15:14Z,Continue trapping,Lower Feather River RST,RL,NA
12,166,21,Chinook salmon,0,Fall,Natural,Parr,47,NA,1,2022-01-29T10:30:26Z,Continue trapping,Lower Feather River RST,RL,Fall
12,167,21,Chinook salmon,0,Fall,Natural,Parr,34,NA,1,2022-01-29T10:30:26Z,Continue trapping,Lower Feather River RST,RL,Fall
12,168,21,Chinook salmon,0,Fall,Natural,Parr,40,NA,1,2022-01-29T10:30:26Z,Continue trapping,Lower Feather River RST,RL,Fall
12,169,21,Chinook salmon,0,Fall,Natural,Parr,39,NA,1,2022-01-29T10:30:26Z,Continue trapping,Lower Feather River RST,RL,Fall
12,170,21,Chinook salmon,0,Fall,Natural,Parr,38,NA,1,2022-01-29T10:30:26Z,Continue trapping,Lower Feather River RST,RL,Fall
12,171,21,Chinook salmon,0,Fall,Natural,Parr,40,NA,1,2022-01-29T10:30:26Z,Continue trapping,Lower Feather River RST,RL,Fall
12,172,21,Chinook salmon,0,Fall,Natural,Parr,37,NA,1,2022-01-29T10:30:26Z,Continue trapping,Lower Feather River RST,RL,Fall
12,173,21,Chinook salmon,0,Fall,Natural,Parr,38,NA,1,2022-01-29T10:30:26Z,Continue trapping,Lower Feather River RST,RL,Fall
12,174,21,Chinook salmon,0,Fall,Natural,Parr,46,NA,1,2022-01-29T10:30:26Z,Continue trapping,Lower Feather River RST,RL,Fall
12,175,21,Channel catfish,0,Not recorded,Natural,Not recorded,NA,50,1,2022-01-29T10:30:26Z,Continue trapping,Lower Feather River RST,RL,NA
12,176,21,Inland silverside,0,Not recorded,Natural,Not recorded,NA,73,1,2022-01-29T10:30:26Z,Continue trapping,Lower Feather River RST,RL,NA
12,177,21,Sacramento pikeminnow,0,Not recorded,Natural,Not recorded,NA,135,1,2022-01-29T10:30:26Z,Continue trapping,Lower Feather River RST,RL,NA
12,178,21,Sacramento pikeminnow,0,Not recorded,Natural,Not recorded,NA,190,1,2022-01-29T10:30:26Z,Continue trapping,Lower Feather River RST,RL,NA
12,180,22,Chinook salmon,0,Fall,Natural,Parr,37,NA,1,2022-01-29T10:30:36Z,Continue trapping,Lower Feather River RST,RR,Fall
12,181,22,Channel catfish,0,Not recorded,Natural,Not recorded,NA,45,1,2022-01-29T10:30:36Z,Continue trapping,Lower Feather River RST,RR,NA
12,184,23,Chinook salmon,0,Fall,Natural,Parr,39,NA,1,2022-01-30T10:30:47Z,Continue trapping,Lower Feather River RST,RL,Fall
12,185,23,Chinook salmon,0,Fall,Natural,Parr,38,NA,1,2022-01-30T10:30:47Z,Continue trapping,Lower Feather River RST,RL,Fall
12,186,23,Chinook salmon,0,Fall,Natural,Parr,40,NA,1,2022-01-30T10:30:47Z,Continue trapping,Lower Feather River RST,RL,Fall
12,187,23,Chinook salmon,0,Fall,Natural,Parr,39,NA,1,2022-01-30T10:30:47Z,Continue trapping,Lower Feather River RST,RL,Fall
12,188,23,Chinook salmon,0,Fall,Natural,Parr,38,NA,1,2022-01-30T10:30:47Z,Continue trapping,Lower Feather River RST,RL,Fall
12,189,23,Chinook salmon,0,Fall,Natural,Parr,37,NA,1,2022-01-30T10:30:47Z,Continue trapping,Lower Feather River RST,RL,Fall
12,190,23,Chinook salmon,0,Fall,Natural,Parr,38,NA,1,2022-01-30T10:30:47Z,Continue trapping,Lower Feather River RST,RL,Fall
12,191,23,Chinook salmon,0,Fall,Natural,Parr,39,NA,1,2022-01-30T10:30:47Z,Continue trapping,Lower Feather River RST,RL,Fall
12,192,23,Chinook salmon,0,Fall,Natural,Parr,39,NA,1,2022-01-30T10:30:47Z,Continue trapping,Lower Feather River RST,RL,Fall
12,193,23,Chinook salmon,0,Fall,Natural,Parr,41,NA,1,2022-01-30T10:30:47Z,Continue trapping,Lower Feather River RST,RL,Fall
12,194,23,Chinook salmon,0,Fall,Natural,Parr,37,NA,1,2022-01-30T10:30:47Z,Continue trapping,Lower Feather River RST,RL,Fall
12,195,23,Chinook salmon,0,Fall,Natural,Parr,36,NA,1,2022-01-30T10:30:47Z,Continue trapping,Lower Feather River RST,RL,Fall
12,196,23,Chinook salmon,0,Fall,Natural,Parr,39,NA,1,2022-01-30T10:30:47Z,Continue trapping,Lower Feather River RST,RL,Fall
12,197,24,Chinook salmon,0,Fall,Natural,Parr,36,NA,1,2022-01-30T10:30:55Z,Unplanned restart,Lower Feather River RST,RR,Fall
12,198,24,Chinook salmon,0,Fall,Natural,Parr,39,NA,1,2022-01-30T10:30:55Z,Unplanned restart,Lower Feather River RST,RR,Fall
12,199,24,Chinook salmon,0,Fall,Natural,Parr,40,NA,1,2022-01-30T10:30:55Z,Unplanned restart,Lower Feather River RST,RR,Fall
12,200,24,Chinook salmon,0,Fall,Natural,Parr,41,NA,1,2022-01-30T10:30:55Z,Unplanned restart,Lower Feather River RST,RR,Fall
12,201,24,Chinook salmon,0,Fall,Natural,Parr,40,NA,1,2022-01-30T10:30:55Z,Unplanned restart,Lower Feather River RST,RR,Fall
12,202,24,Mosquitofish,0,Not recorded,Natural,Not recorded,NA,22,1,2022-01-30T10:30:55Z,Unplanned restart,Lower Feather River RST,RR,NA
12,203,25,Chinook salmon,0,Fall,Natural,Parr,37,NA,1,2022-01-31T10:15:57Z,Unplanned restart,Lower Feather River RST,RL,Fall
12,205,25,Chinook salmon,0,Fall,Natural,Parr,39,NA,1,2022-01-31T10:15:57Z,Unplanned restart,Lower Feather River RST,RL,Fall
12,206,25,Chinook salmon,0,Fall,Natural,Parr,38,NA,1,2022-01-31T10:15:57Z,Unplanned restart,Lower Feather River RST,RL,Fall
12,207,25,Chinook salmon,0,Fall,Natural,Parr,35,NA,1,2022-01-31T10:15:57Z,Unplanned restart,Lower Feather River RST,RL,Fall
12,208,25,Chinook salmon,0,Fall,Natural,Parr,31,NA,1,2022-01-31T10:15:57Z,Unplanned restart,Lower Feather River RST,RL,Fall
12,209,25,Chinook salmon,0,Fall,Natural,Parr,36,NA,1,2022-01-31T10:15:57Z,Unplanned restart,Lower Feather River RST,RL,Fall
12,210,25,Chinook salmon,0,Fall,Natural,Parr,39,NA,1,2022-01-31T10:15:57Z,Unplanned restart,Lower Feather River RST,RL,Fall
12,211,25,Chinook salmon,0,Fall,Natural,Parr,40,NA,1,2022-01-31T10:15:57Z,Unplanned restart,Lower Feather River RST,RL,Fall
12,212,25,Chinook salmon,0,Fall,Natural,Parr,40,NA,1,2022-01-31T10:15:57Z,Unplanned restart,Lower Feather River RST,RL,Fall
12,213,25,Chinook salmon,0,Fall,Natural,Parr,42,NA,1,2022-01-31T10:15:57Z,Unplanned restart,Lower Feather River RST,RL,Fall
12,214,25,Chinook salmon,0,Fall,Natural,Parr,35,NA,1,2022-01-31T10:15:57Z,Unplanned restart,Lower Feather River RST,RL,Fall
12,215,25,Chinook salmon,0,Fall,Natural,Parr,41,NA,1,2022-01-31T10:15:57Z,Unplanned restart,Lower Feather River RST,RL,Fall
12,216,25,Chinook salmon,0,Fall,Natural,Parr,41,NA,1,2022-01-31T10:15:57Z,Unplanned restart,Lower Feather River RST,RL,Fall
12,217,25,Chinook salmon,0,Spring,Natural,Parr,57,NA,1,2022-01-31T10:15:57Z,Unplanned restart,Lower Feather River RST,RL,Spring
12,218,25,Mosquitofish,0,Not recorded,Natural,Not recorded,NA,27,1,2022-01-31T10:15:57Z,Unplanned restart,Lower Feather River RST,RL,NA
12,219,25,Inland silverside,0,Not recorded,Natural,Not recorded,NA,77,1,2022-01-31T10:15:57Z,Unplanned restart,Lower Feather River RST,RL,NA
12,220,25,Wakasagi / Japanese smelt,0,Not recorded,Natural,Not recorded,NA,49,1,2022-01-31T10:15:57Z,Unplanned restart,Lower Feather River RST,RL,NA
12,221,25,Wakasagi / Japanese smelt,0,Not recorded,Natural,Not recorded,NA,111,1,2022-01-31T10:15:57Z,Unplanned restart,Lower Feather River RST,RL,NA
12,222,25,Wakasagi / Japanese smelt,0,Not recorded,Natural,Not recorded,NA,78,1,2022-01-31T10:15:57Z,Unplanned restart,Lower Feather River RST,RL,NA
12,223,25,Wakasagi / Japanese smelt,0,Not recorded,Natural,Not recorded,NA,71,1,2022-01-31T10:15:57Z,Unplanned restart,Lower Feather River RST,RL,NA
12,224,25,Wakasagi / Japanese smelt,0,Not recorded,Natural,Not recorded,NA,69,1,2022-01-31T10:15:57Z,Unplanned restart,Lower Feather River RST,RL,NA
12,225,25,Wakasagi / Japanese smelt,0,Not recorded,Natural,Not recorded,NA,72,1,2022-01-31T10:15:57Z,Unplanned restart,Lower Feather River RST,RL,NA
